anime_title,anime_original_title,anime_type,anime_release_year,anime_episode_count,anime_status,anime_studio,anime_synopsis,anime_poster_image_url,anime_banner_image_url,anime_rating_avg,anime_rating_count,anime_favorite_count,manga_title,manga_original_title,manga_author,manga_illustrator,manga_publisher,manga_status,manga_description,manga_cover_image_url,manga_banner_image_url,manga_rating_avg,manga_rating_count,manga_favorite_count,genres,studio_tag,anime_season_label,anime_episode_from,anime_episode_to,manga_volume_from,manga_volume_to,manga_chapter_from,manga_chapter_to,continue_volume,continue_chapter,mapping_text,mapping_description,source_note
Sacrificial Princess and the King of Beasts,贄姫と獣の王,TVA,2023,24,COMPLETED,J.C.STAFF,"The King of the Beasts and Demons regularly receives female human sacrifices to eat in order to assert the dominance of his people over the human race. However, for the 99th sacrifice, the human girl brought to the capital, Sariphi, intrigues the Beast King. In fact she isn't afraid of him or any other beast and even accepts her death without begging or crying as she has neither home nor family to return to if she were released. The King finds her intriguing and let her stay at his side as his consort despite being human. This is the story of how Sariphi will become the queen of the demons and beasts.



(Source: Crunchyroll)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx128715-T4Tne2TcqfVx.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/128715-NqYtb0me5IqG.jpg,3.9,,,Niehime to Kemono no Ou,A princesa oferenda e o rei das feras,TOMOFUJI Yuu,TOMOFUJI Yuu,Hakusensha,COMPLETED,"Sariphi, the 99th sacrifice to the terrifying King of Beasts, learns two secrets about the king: The first, that he has been letting the sacrifices go in secret. The second, that half of his blood is that of a human. She gets to know the king's kindness and sorrow, and then it's announced that the king has taken Sariphi, who wishes to become a source of energy for the king, as his queen, and...?",https://cdn.mangaupdates.com/image/i458377.jpg,,4.0,,,Drama;Fantasy;Romance;Shoujo,J.C.STAFF,,1,24,1,15,1,89,15,90,애니 시청 후 원작 15권 90화부터,,"[MangaUpdates] 애니화 시작: Vol 1, Chap 1 / 종료: Vol 15, Chap 89 Abridged "
Aharen-san wa Hakarenai,阿波連さんははかれない,TVA,2022,12,COMPLETED,Felix Film,"The story follows the ""indecipherable"" daily life of the short and quiet Reina Aharen and Raidou who sits next to her. Aharen is not so good at gauging the distance between people, and Raidou initially felt some distance between the two of them. One day, when Raidou picked up the eraser that Aharen had dropped, the distance between them suddenly became uncomfortably close.



(Source: Anime News Network)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx137281-i4UHcGkUi7j6.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/137281-kWj2z1Nk8akA.jpg,3.5,,,Aharen-san wa Hakarenai,Aharen Akıl Almaz Biri,MIZU Asato,MIZU Asato,Shueisha,COMPLETED,"From Seven Seas:  

Super quiet Aharen Reina isn’t great with personal space. She’s either inches from your face or too far to hear, leaving people totally baffled. But when Raido, the friendly guy seated next to her, helps retrieve a dropped eraser, Aharen suddenly wants to get closer to him. From that moment on, she’s constantly by his side. And surprisingly, he’s cool with it. This offbeat, sweet-natured rom-com proves that friendship and maybe even something more can bloom from the most awkward encounters.",https://cdn.mangaupdates.com/image/i526745.jpg,,3.9,,,Comedy;Romance;School Life;Shounen;Slice of Life,Felix Film,,1,12,1,7,1,67,8,68,애니 시청 후 원작 8권 68화부터,,"[MangaUpdates] 애니화 시작: Vol 1, Chap 1 (S1) / Vol 8, Chap 68 (S2) / 종료: Vol 7, Chap 67 (S1) / Vol 17, Chap 167 (S2) Both seasons skip chapters and out of order"
Tenjho Tenge,天上天下,TVA,2004,24,COMPLETED,MADHOUSE,"Souchirou Nagi and Bob Makihara are two delinquents who arrive at Toudou Academy with the objective of ruling over the school with their strength. But on their first day, they encountered the Jyuukenbu, a martial arts group of the school. Members of the group, Maya Natsume, her sister Aya, and Masataka Takayanagi easily overpowered Souchirou and Bob. And what's more, due to what was assumed to be their ""connections"" with the Jyuukenbu, the two were attacked by members of the Enforcement Group, which oversees the martial arts groups of the school. Drawn into the personal conflicts between the Jyuukenbu and the Enforcement Group, Souchirou and Bob have no choice but to join up with Maya Natsume's group and to hone their skills to become even stronger.



(Source: Anime News Network)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx174-s2PpkrK9X3Rw.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/174-r8BOv8sOHWR5.jpg,3.2,,,Tenjou Tenge,Cennet ve Dünya,Oh! Great,Oh! Great,Shueisha,COMPLETED,"From Viz:  
Soichiro Nagi and Bob Makihara have always been the meanest street brawlers around. When they enter Todo High they plan on carving out a reputation as the strongest fighters in their new school. Easier said than done in a place that's dedicated to training its students in the art of combat! After realizing they're the new fish swimming in a tank full of sharks, Soichiro and Bob enter the Juken fight club as rookie members. However, the Executive Council, the archrival of the Juken Club, soon launches a surprise attack. Soichiro and Bob have a chance to show their stuff, as long as they don't get curb-kicked in the process.

[Official Japanese](https://www.viz.com/manga-books/tenjo-tenge/section/86003/more)",https://cdn.mangaupdates.com/image/i481447.jpg,,3.6,,,Action;Adult;Comedy;Drama;Martial Arts;Mature;Romance;School Life;Seinen;Supernatural;Ecchi,MADHOUSE,,1,24,1,8,1,51,8,52,애니 시청 후 원작 8권 52화부터,,"[MangaUpdates] 애니화 시작: Vol 1, Chap 1 / 종료: Vol 8, Chap 51"
DAYS,DAYS,TVA,2016,24,COMPLETED,MAPPA,"The anime centers on two boys who were never meant to meet: Tsukushi Tsukamoto, who has no special skills but secretly hides a passionate heart, and Jin Kazama, an isolated soccer genius. On a stormy night, the two meet, and that meeting creates a whirlwind in the world of high school soccer.



(Source: Anime News Network)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx21578-XXfNNVseCg2G.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/21578-O4IItp3IybTn.jpg,3.4,,,Days,D A Y S,YASUDA Tsuyoshi,YASUDA Tsuyoshi,Kodansha,COMPLETED,"From Kodansha:  
During his last spring break before starting high school, Tsukushi Tsukamoto meets Jin Kazama, who invites him to a pick-up soccer game. Their chance meeting, and his first-ever experience with soccer, move kind-hearted, timid Tsukushi to enroll in his new high school's soccer club, which is among the strongest in all of Japan. Unbeknownst to the rest of the world, there's something amazing hidden inside Tsukushi's heart and through his trials and tribulations in the soccer club, it's beginning to blossom.

Official English: [INKR](https://inkr.com/title/775), [Azuki](https://www.azuki.co/series/days)

Note: Nominated for Best Shōnen Manga at the 39th Kodansha Manga Awards. Won the 40th Kodansha Manga Award for Shounen in 2016.",https://cdn.mangaupdates.com/image/i339243.jpg,,3.8,,,Comedy;Drama;School Life;Shounen;Slice of Life;Sports,MAPPA,,1,24,1,13,1,109,13,110,애니 시청 후 원작 13권 110화부터,,"[MangaUpdates] 애니화 시작: Vol 1, Chap 1 / 종료: Vol 13, Chap 109 (Touin Gakuen-sen!)"
Fist of the North Star,北斗の拳,TVA,1984,109,COMPLETED,Toei Animation,"Nuclear war has devastated the planet, turning one fertile ground into a barren, inhospitable landscape on which mankind struggles desperately to stay alive. Society has collapsed and a fight for control wages between vicious dictators, super-powerful mutants, and biker gangs that terrorize the streets.



In a world so cruel and bleak, only the chosen one can restore civilization to its former self. Kenshiro - master of the Hokuto Shinken fighting technique; a martial art so awesomely brutal that only a single being can be entrusted with its full power!



(Source: Manga Entertainment)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/n967-84jNBaInec98.png,https://s4.anilist.co/file/anilistcdn/media/anime/banner/n967-3NFZ7XmuHhGf.jpg,3.8,,,Hokuto no Ken,El Puño de la Estrella del Norte,Buronson,HARA Tetsuo,Coamix,COMPLETED,"From Viz:  
One day, a wanderer appears out of the wasteland to bring justice to the guilty and hope to the people - a warrior named Ken, a man who bears seven scars upon his chest and holds the secret of a mysterious martial art known as Hokuto Shinken, the Divine Fist of the North Star.

**Official Japanese:**  
  [Coamix](https://catalog.coamix.co.jp/hokuto/), [Mangahot](https://mangahot.jp/site/works/j_R0004), [Mechacomic](https://mechacomic.jp/books/152333), [Piccoma](https://piccoma.com/web/product/3205?etype=episode),  [Zebrack Comic](https://zebrack-comic.shueisha.co.jp/title/5584)

Official English: [Mangahot](https://mangahot.jp/site/works/e_R0001), [Viz](https://www.viz.com/manga-books/fist-of-the-north-star/section/119064/more)",https://cdn.mangaupdates.com/image/i267723.jpg,,3.9,,,Action;Adventure;Drama;Mature;Sci-fi;Shounen;Supernatural;Tragedy;Sci-Fi,Toei Animation,,1,109,1,16,1,136,16,137,애니 시청 후 원작 16권 137화부터,,"[MangaUpdates] 애니화 시작: Vol 1, Chap 1 (1983/2026) / Vol 16, Chap 137 (1983 S2) / Vol 1 (1986 Movie/Legend of Raoh 1) / 종료: Vol 16, Chap 136 (1983 S1) / Vol 24, Chap 210 (1983 S2) / Vol 9, Chap 72 (1986 Movie) Heavily abridged / Vol 16, Chap 136 (Legend of Raoh 2) Heavily abridged"
Samurai,さむらい,MOVIE,1965,1,COMPLETED,,A short film by Kuri Youji.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/nx104180-8X7puZc0VcVn.jpg,,1.9,,,Samurai,サムライ,MORI Sachi,MORI Sachi,Daitosha,ONGOING,,https://cdn.mangaupdates.com/image/i60957.jpg,,,,,Action;Historical;Seinen;Drama;Romance,,,1,1,,,,,,,,,
Tokyo Mew Mew,東京ミュウミュウ,TVA,2002,52,COMPLETED,Studio Pierrot,"On her first date with the cutest boy in school, Ichigo is zapped by a mysterious ray that scrambles her DNA with that of the endangered Iriomote wildcat. The next day, Ichigo discovers that she has developed the agility (and occasionally the ears and tail) of a cat, as well as the power to transform into a pink-haired superheroine, Mew Ichigo. She and four other girls, each endowed with the genes of a different ""Red Data"" animal, have been selected for the top-secret Mew Project, which aims to protect the Earth from an alien menace known as Deep Blue.


(Source: Anime News Network)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx687-d0VfkLNsEDeu.png,https://s4.anilist.co/file/anilistcdn/media/anime/banner/687-t1ULl5MrvhGO.jpg,3.5,,,Tokyo Mew Mew,Mew Mew Power!,YOSHIDA Reiko,IKUMI Mia,Kodansha,COMPLETED,"From Kodansha:  
On her first date with the cutest boy in school, Ichigo is exposed to a mysterious ray that meshes her DNA with that of the endangered Iriomote wildcat. She soon discovers that she has developed superhuman abilities and enhanced agility. Her new powers are put to the test when she leads a team with four other girls, each endowed with special abilities of their own. Together, they must now protect the Earth from an alien menace known as Deep Blue. 

Official English: [INKR](https://inkr.com/title/1056-tokyo-mew-mew), [Kodansha](https://kodansha.us/series/tokyo-mew-mew-omnibus/)",https://cdn.mangaupdates.com/image/i43865.jpg,,3.2,,,Action;Comedy;Fantasy;Romance;Sci-fi;Shoujo;Adventure;Mahou Shoujo;Sci-Fi,Studio Pierrot,,1,52,1,7,1,32,7,33,애니 시청 후 원작 7권 33화부터,,"[MangaUpdates] 애니화 시작: Vol 1, Chap 1 (2002/2022 S1) / 종료: Vol 7, Chap 32 (2002) Some differences / Vol 7, Chap 32 (S2)"
,,,,,,,,,,,,,Babbyuu Babyu Babyu,Game on Bitch,Itsutsuse,Itsutsuse,Wani Magazine,ONGOING,"1. Haramiya-san no Shasei Kanri (Haramiya-san's Ejaculation Control)
2. Gari & Gal (Stiff & Kogal)
3. Sensei Naoshite Kudasai! (Please Treat Me, Sensei!)
4. Hoiku na Shojo Mama (Nurturing Virgin Mama)
5. Game on Bitch (Game on, Bitch!)
6. Ikitai Ikitai Ikitaai! (I Wanna Live, I Wanna Live, I Wanna Liiive!)
7. Haramiya-san no Shasei Kanri: Babyu Babyu-hen",https://cdn.mangaupdates.com/image/i326237.jpg,,3.1,,,Adult;Hentai,,,,,,,,,,,,,
Ayakashi Triangle,あやかしトライアングル,TVA,2023,12,COMPLETED,CONNECT,"Japan may be brimming with mysterious monsters called ayakashi, but they have a special exorcist ninja force to counter the threat! Young exorcist ninja Matsuri spends his days fighting ayakashi to protect his childhood friend Suzu. But when an ayakashi cat named Shirogane shows up, things get turned upside down!



(Source: MANGA Plus)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx142849-TXRh2tW2fu08.png,https://s4.anilist.co/file/anilistcdn/media/anime/banner/142849-TvVtaMcbqQdJ.jpg,3.0,,,Ayakashi Triangle,Треугольник Аякаси,YABUKI Kentaro,YABUKI Kentaro,Shueisha,COMPLETED,"From Seven Seas:  
Matsuri Kazamaki’s job as an exorcist ninja means that his livelihood depends on driving away the ayakashi spirits who endanger humans. He’s been protecting his childhood friend, Suzu Kanade, from the shadows for years, as she effortlessly attracts ayakashi. What will happen when Suzu encounters a creature who looks like a simple cat, but who is really Shirogane, the king of ayakashi?

[Original Web Manga](https://shonenjumpplus.com/episode/3269754496856861013)  
[Read for FREE on MANGA Plus](https://mangaplus.shueisha.co.jp/titles/100099)",https://cdn.mangaupdates.com/image/i435087.jpg,,3.3,,,Action;Comedy;Ecchi;Gender Bender;Harem;Mature;Romance;School Life;Shounen;Supernatural,CONNECT,,1,12,1,4,1,34,4,35,애니 시청 후 원작 4권 35화부터,,"[MangaUpdates] 애니화 시작: Vol 1, Chap 1 / 종료: Vol 4, Chap 34 (Skips Chap 25, 28-33)"
Watari-kun's ****** Is about to Collapse,渡くんの××が崩壊寸前,TVA,2025,26,COMPLETED,Staple Entertainment,"Naoto Watari lives solely for his little sister, Suzushiro, until his chaotic childhood friend, Satsuki, storms back into his life. Without uttering a single word, her very presence ignites buried memories and unravels his rigid routine. As tensions rise and secrets surface, Naoto’s devotion to Suzushiro clashes with unresolved pain, threatening to collapse his fragile world.



(Source: Crunchyroll)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx169420-u4wDhHlTfX9P.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/169420-jdvNFYe9Oa4v.jpg,3.2,,,Watari-kun no xx ga Houkai Sunzen,****** de Watari-kun está Prestes a Entrar em Colapso,NARUMI Naru,NARUMI Naru,Kadokawa Shoten,COMPLETED,"From Kodansha:  
Naoto Watari has had his share of struggles: his parents died two years ago, and now he and his sister live at his aunt’s house. There, his desire to protect his sister earned him notoriety as “the guy with the sister complex”. Which never mattered to him, as his sister always came first. But when Satsuki, a childhood friend-turned-enemy(?), becomes his schoolmate, Naoto’s ordinary life is thrown into chaos and Satsuki may just be the beginning.

Official English ([Azuki](https://www.azuki.co/series/watari-kuns-xxxxxx-is-about-to-collapse), [INKR Comics](https://inkr.com/title/267), [Kodansha](https://kodansha.us/series/watari-kuns-is-about-to-collapse/))",https://cdn.mangaupdates.com/image/i493623.jpg,,3.6,,,Drama;Ecchi;Mature;Psychological;Romance;School Life;Seinen;Comedy;Slice of Life,Staple Entertainment,,1,26,1,16,1,94,16,95,애니 시청 후 원작 16권 95화부터,,"[MangaUpdates] 애니화 시작: Vol 1, Chap 1 / 종료: Vol 16, Chap 94 Abridged"
Lupin III: The First,ルパン三世 THE FIRST,MOVIE,2019,1,COMPLETED,TMS Entertainment,"The story centers on Lupin teaming up with a woman named Leticia to steal the Bresson Diary, a treasure that even the first generation Arsène Lupin could not steal. 

(Source: Anime News Network, edited)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx110413-0KLlv2NsuSyI.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/110413-4GhTtOaQxAJQ.jpg,3.9,,,Lupin Sansei,Lupin III,Monkey Punch,Monkey Punch,Futabasha,COMPLETED,"International man of mystery and master thief extraordinaire, Lupin III comes from a long line of high stakes bandits, all committed to stealing from the rich and giving to themselves. Fortunately, Lupin tends to avoid robbing society's virtuous and, instead, targets some pretty shady characters.  
Of course, he partners with some pretty shady characters as well: Daisuke Jigen is an ex-mafia hit man who carries himself with a somber demeanor, his trademark black fedora tilted forward to hide his eyes. Goemon Ishikawa is a cipher-like swordsman with samurai-ish overtones who mysteriously fades in and out of Lupin's exploits. Fujiko Mine is the object of Lupin's affections, but, since she is a thief herself, the duo's romance more than occasionally clashes with their competition for big scores.  
The global police force, Interpol, and in particular the tenacious Inspector Zenigata, long to capture Lupin and his gang. Zenigata's relationship with the eponymous master thief is a complicated one, characterized by mutual respect laced with utter disdain. The two have even worked together when it's served both their interests, but they understand that when the crisis ends, they must resume their former wariness and animosity toward each other.",https://cdn.mangaupdates.com/image/i375857.jpg,,3.6,,,Action;Adventure;Comedy;Drama;Mature;Mystery;Seinen,TMS Entertainment,,1,1,,,,,,,,,
Ace of the Diamond,ダイヤのA,TVA,2013,75,COMPLETED,Production I.G,"With a stray pitch that completely missed the batter, Eijun Sawamura loses his final middle school baseball game. Frustrated by this defeat, Eijun and his teammates vow to reach the national tournament once they are in high school. But everything changes when a scout unexpectedly invites him to Tokyo's prestigious Seidou High School after seeing the potential in his unusual pitching style. Encouraged by his teammates, Eijun accepts the offer, ready to improve his skills and play at a much more competitive level of baseball.



However, now surrounded by a large number of skilled players, Eijun struggles to find his place on the team. He declares that he will one day become the team's ace, but that's only if fellow first year Satoru Furuya doesn't take the title first, with his breakneck fastballs that earn him a coveted spot on the starting roster. With the addition of these talented new players to an already powerful lineup, the Seidou baseball team aims to become the best in Japan, facing off against a number of formidable foes that stand in their way.



(Source: MAL Rewrite)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx18689-LRIiRcgTJS1f.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/n18689-WxipDJ2OR7ph.jpg,4.0,,,Daiya no A,Ace of Diamond,TERAJIMA Yuuji,TERAJIMA Yuuji,Azuki,COMPLETED,"From Viz:  
Eijun Sawamura had his heart set on the middle-school national baseball championships. But his team is eliminated thanks to a wild pitch thrown by Eijun himself. He's planning to go to high school with his teammates and try again next year when he's scouted by the famous Seido High School Baseball team. When he goes for a campus visit, he finds himself on the receiving end of a baptism by fire! His experience forming a battery with up-and-coming catcher Miyuki rekindles his passion for baseball

Official English: [INKR Comics](https://inkr.com/title/769), [Azuki](https://www.azuki.co/series/ace-of-the-diamond)

Note: Won the 53rd Annual Shogakukan Manga Award in 2007 and the 34th Annual Kodansha Manga Award in 2010 in the Shounen category.",https://cdn.mangaupdates.com/image/i322801.png,,4.1,,,Comedy;School Life;Shounen;Sports,Production I.G,,1,75,1,27,1,237,28,238,애니 시청 후 원작 28권 238화부터,,"[MangaUpdates] 애니화 시작: Vol 1, Chap 1 (S1) / Vol 28, Chap 238 (S2) / 종료: Vol 27,Chap 237 (S1) / Vol 47,Chap 418 (S2)"
A Town Where You Live,君のいる町,TVA,2013,12,COMPLETED,GONZO,"Eba Yuzuki, a girl from Tokyo moves to a countryside to attend high school. She lives together with a guy named Kirishima Haruto whose father is an apprentice of Eba's father. Haruto never agrees to let Yuzuki stay at his house and always rejects her. Another girl, Kanzaki Nanami, comes whom Haruto might be in love with. So... what will happen in this story?


(Source: MangaHelpers)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx17741-0PUdx0BSMot6.png,https://s4.anilist.co/file/anilistcdn/media/anime/banner/17741-sYYi1X8t1zbw.jpg,3.2,,,Kimi no Iru Machi,A Town Where You Live,SEO Kouji,SEO Kouji,Kodansha,COMPLETED,"From Crunchyroll:  
How far would you go for true love?  
All his friends said he was just being ""stupid"" and ""delusional,"" but Haruto couldn't give up on her. Yuzuki, the girl who showed up on his doorstep one day, stole his heart the next and then left just as abruptly as she arrived. With the faint hope of rekindling the romance they'd shared, Haruto decides to pursue her, moving away from the rural outskirts of Hiroshima to the big city of Tokyo.

The setting is based on the author´s hometown.",https://cdn.mangaupdates.com/image/i523195.jpg,,3.7,,,Drama;Ecchi;Harem;Romance;School Life;Shounen;Slice of Life,GONZO,,1,12,8,15,80,142,15,143,애니 시청 후 원작 15권 143화부터,,"[MangaUpdates] 애니화 시작: Vol 8, Chap 80 (TV) / 종료: Vol 15, Chap 142 (TV)"
,,,,,,,,,,,,,Sailor Moon - Magical Sailor Moon,Magical Sailor Moon,Kobayashi Masakazu,Kobayashi Masakazu,,ONGOING,,https://cdn.mangaupdates.com/image/i13457.jpg,,3.2,,,Adult;Doujinshi;Hentai;Yuri,,,,,,,,,,,,,
pet,pet,TVA,2020,13,COMPLETED,Geno Studio,"What if someone was able to reach into your mind and change your memories? To alter your perceptions, see things that aren't there, and remember events that never happened? You could drive off a cliff believing that you were still on the road, or commit murder without knowing what you had done. Now imagine being one of the people born with this ability. Knowing how easily our entire world can be taken apart, would you accept orders to manipulate others?



That's the conundrum that Hiroki, Satoru and Tsukasa find themselves in as they're employed as psychic hitmen and enforcers by a mysterious agency. Or, at least, that's what might be happening. Because they themselves are almost certainly being manipulated, and the concepts of truth and reality cease to have meaning when you're one of the terrifying beings known as a pet.



(Source: Sentai Filmworks)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx101350-nRjxYT3r6qTC.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/101350-XpXykQcRZWK6.jpg,3.0,,,Pet,,HIMAWARI Souya,HIMAWARI Souya,Houbunsha,ONGOING,,https://cdn.mangaupdates.com/image/i236875.png,,3.1,,,Yaoi;Drama;Psychological;Supernatural,Geno Studio,,1,13,,,,,,,,,
Kill Me Baby,キルミーベイベー,TVA,2012,13,COMPLETED,J.C.STAFF,"Kill Me Baby is the touching story of Yasuna, a normal (?) high school girl, and Sonya, her best friend who happens to be an assassin. Unfortunately, little Sonya's trained assassin instincts often work against her and others in her daily high school life, as Yasuna's often-broken wrist can attest to. She just wanted a hug, but she ended up with a broken neck. Isn't it sad? No, it's hilarious.


Not even Yasuna's intense ninja training can prepare her for the exciting adventures in this explosive 4-panel manga adaptation.",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/11079.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/11079-mY3J1Wwndhhh.jpg,3.3,,,Kill Me Baby,"Baby, Please Kill Me",Kaduho,Kaduho,Houbunsha,ONGOING,It's a 4-panel style manga that follows the comedic life of a typical school girl Yasuna and her assassin classmate Sonya. Sonya's attempt to fit in often fails when her natural assassin instincts kick in and the attempts Yasuna does to be more friendly with Sonya often gets her hurt or intimidated.,https://cdn.mangaupdates.com/image/i313874.jpg,,3.8,,,Comedy;School Life;Seinen;Slice of Life,J.C.STAFF,,1,13,1,4,1,46,4,47,애니 시청 후 원작 4권 47화부터,,"[MangaUpdates] 애니화 시작: Vol 1, Chap 1 / 종료: Vol 4, Chap 46 Skips chapters & out of order"
Alice & Zoroku,アリスと蔵六,TVA,2017,12,COMPLETED,J.C.STAFF,"The fantasy story begins with a group of young girls who hold a power named ""Alice's Dream,"" which allows them to make their imaginations come true. These girls have been locked up and treated as research subjects. Sana, one of these girls whose specific power includes the ability ignore the laws of physics and physically manifest anything she can imagine, has escaped. Afterwards, she meets an old man named Zouroku, who dislikes disruptions in his everyday life.



(Source: Anime News Network)




Note: The first episode aired with a runtime of ~44 minutes as opposed to the standard 25 minute long episode.",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx97821-r0s6HIGMYOVh.png,https://s4.anilist.co/file/anilistcdn/media/anime/banner/97821-VTShAmMHyeqt.jpg,3.4,,,Alice to Zouroku,Alice & Zoroku,IMAI Tetsuya,IMAI Tetsuya,Tokuma Shoten,ONGOING,"From Seven Seas:

A group of young girls possesses a mysterious power known as “Alice’s Dream,” which gives them the ability to turn their thoughts into reality. Detained and experimented upon, these youths are locked away in secret until one of them manages to escape. Her name is Sana, a girl with the power to ignore the very laws of physics. When this willful powerhouse crosses paths with a stubborn old man named Zoroku, his carefully-ordered life will never be the same again!

Note: Won the New Face Award at the Japan Media Arts Festival in 2013.",https://cdn.mangaupdates.com/image/i529142.jpg,,3.3,,,Comedy;Drama;Fantasy;Seinen;Slice of Life;Supernatural;Action;Adventure;Mystery;Sci-Fi,J.C.STAFF,,1,12,1,5,1,21,5,22,애니 시청 후 원작 5권 22화부터,,"[MangaUpdates] 애니화 시작: Vol 1, Chap 1 / 종료: Vol 5, Chap 21"
Go! Go! Loser Ranger!,戦隊大失格,TVA,2024,12,COMPLETED,Yostar Pictures,"When the Monster Army invaded Earth thirteen years ago, the Divine Dragon Rangers rose up to stop them! With the war raging on, these great heroes are mankind’s last hope!



...or are they?



In truth, the invaders were subjugated within a year, forced to continue to crank out a monster a week for the Rangers to crush in front of their adoring fans! But one monster has had enough. Something has to change! He’ll rebel against the might of the Dragon Rangers and destroy them all...from the inside!



(Source: Kodansha USA)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx158417-Ii0DOFwNim0A.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/158417-9oit16KQM4l7.jpg,3.6,,,Sentai Daishikkaku,Go! Go! Loser Ranger!,HARUBA Negi,HARUBA Negi,Kodansha,ONGOING,"From Kodansha:  
When the Monster Army invaded Earth thirteen years ago, the Divine Dragon Rangers rose up to stop them! With the war raging on, these great heroes are mankind’s last hope! Or are they? In truth, the invaders were subjugated within a year, forced to continue to crank out a monster a week for the Rangers to crush in front of their adoring fans! But one monster has had enough. Something has to change! He’ll rebel against the might of the Dragon Rangers and destroy them all from the inside!",https://cdn.mangaupdates.com/image/i525598.jpg,,3.5,,,Action;Comedy;Drama;Sci-fi;Shounen;Sci-Fi,Yostar Pictures,,1,12,1,6,1,51,6,52,애니 시청 후 원작 6권 52화부터,,"[MangaUpdates] 애니화 시작: Vol 1, Chap 1 (S1) / Vol 6, Chap 52 (S2) / 종료: Vol 6, Chap 51 (S1) Skips Chap 10, 16 / Vol 14, Chap 124 (S2) S2 abridged and different "
Shin Ikki Tousen,真・一騎当千,TVA,2022,3,COMPLETED,ARMS,"As a sequel to the Ikkitousen series, Shin Ikkitousen focuses on highschools which are each equipped with fighters that contain the essence of Ancient Chinese soldiers from the Three Kingdoms with the use of Magatama. Just as the turf war in the Kanto region comes to a stop and progress in recovery is made the area is back on blast following the start of ""Magatama hunting"" with the direction of the powerful leader, Himiko.



Note: The first episode received an advance broadcast on March 27, 2022. The regular TV broadcast started on May 17, 2022.",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx136303-3kOi5MinwHEv.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/136303-XLsZvqH0CDqn.jpg,2.9,,,Shin Ikkitousen,Shin Battle Vixens,SHIOZAKI Yuji,SHIOZAKI Yuji,Shonen Gahosha,ONGOING,,https://cdn.mangaupdates.com/image/i430822.jpg,,3.3,,,Action;Adult;Comedy;Drama;Ecchi;School Life;Seinen;Supernatural,ARMS,,1,3,,,,,,,,,
